x MOUNT 0 0:
c56.txt SEEK 0 278 :
x98.txt READ 34 0 :
o44.txt READ 91 0 :
y40.txt SEEK 0 612 :
i71.txt READ 31 0 :
g14.txt SEEK 0 665 :
f64.txt SEEK 0 102 :
f89.txt READ 246 0 :
q56.txt SEEK 0 504 :
c65.txt SEEK 0 26 :
s30.txt SEEK 0 229 :
x18.txt READ 0 0 :
c91.txt READ 724 0 :
i48.txt READ 11 0 :
f89.txt SEEK 0 620 :
j19.txt READ 1 0 :
x93.txt READ 233 0 :
c62.txt READ 22 0 :
q58.txt SEEK 0 840 :
r64.txt READ 453 0 :
m47.txt SEEK 0 566 :
a41.txt SEEK 0 398 :
u32.txt SEEK 0 804 :
t31.txt READ 39 0 :
b99.txt SEEK 0 856 :
f89.txt READ 97 0 :
m85.txt READ 114 0 :
y10.txt READ 37 0 :
e38.txt READ 242 0 :
i78.txt SEEK 0 653 :
b99.txt READ 0 0 :
y40.txt SEEK 0 588 :
d99.txt READ 245 0 :
d74.txt SEEK 0 639 :
a41.txt SEEK 0 565 :
g14.txt READ 10 0 :
n16.txt SEEK 0 700 :
c62.txt SEEK 0 385 :
z64.txt READ 71 0 :
t33.txt SEEK 0 649 :
b73.txt READ 4 0 :
a42.txt READ 28 0 :
o44.txt SEEK 0 659 :
e38.txt SEEK 0 585 :
y10.txt READ 37 0 :
m85.txt READ 13 0 :
w96.txt READ 143 0 :
n100.txt READ 261 0 :
m85.txt SEEK 0 233 :
t31.txt READ 85 0 :
x98.txt READ 128 0 :
c56.txt SEEK 0 23 :
g72.txt SEEK 0 807 :
i71.txt SEEK 0 826 :
w32.txt SEEK 0 702 :
b17.txt READ 79 0 :
x18.txt SEEK 0 118 :
f64.txt READ 75 0 :
s18.txt SEEK 0 303 :
n51.txt SEEK 0 173 :
t73.txt SEEK 0 314 :
t62.txt READ 81 0 :
u32.txt READ 94 0 :
l37.txt SEEK 0 627 :
w32.txt SEEK 0 748 :
t33.txt READ 91 0 :
e38.txt SEEK 0 740 :
o61.txt READ 773 0 :
e38.txt SEEK 0 25 :
l14.txt SEEK 0 548 :
i71.txt READ 182 0 :
r84.txt READ 343 0 :
t62.txt SEEK 0 611 :
o61.txt READ 75 0 :
m47.txt READ 173 0 :
w75.txt SEEK 0 38 :
a42.txt SEEK 0 545 :
f89.txt READ 130 0 :
o44.txt SEEK 0 471 :
u32.txt READ 26 0 :
g16.txt SEEK 0 227 :
b99.txt READ 3 0 :
a41.txt SEEK 0 67 :
w96.txt SEEK 0 384 :
l63.txt READ 230 0 :
t31.txt READ 111 0 :
y10.txt SEEK 0 857 :
l47.txt READ 121 0 :
r84.txt SEEK 0 490 :
z14.txt READ 633 0 :
u69.txt SEEK 0 93 :
v36.txt SEEK 0 225 :
x18.txt SEEK 0 3 :
b99.txt SEEK 0 673 :
t62.txt READ 158 0 :
b73.txt SEEK 0 252 :
l37.txt READ 118 0 :
f82.txt READ 58 0 :
h55.txt SEEK 0 904 :
h18.txt READ 615 0 :
w75.txt READ 859 0 :
n75.txt SEEK 0 36 :
n51.txt SEEK 0 732 :
n75.txt SEEK 0 730 :
n51.txt READ 56 0 :
a64.txt READ 153 0 :
b61.txt SEEK 0 295 :
a42.txt SEEK 0 699 :
e38.txt SEEK 0 264 :
i71.txt READ 3 0 :
j38.txt SEEK 0 490 :
s30.txt SEEK 0 323 :
h18.txt SEEK 0 77 :
t73.txt READ 156 0 :
c91.txt SEEK 0 3 :
s30.txt READ 571 0 :
k92.txt READ 51 0 :
k48.txt READ 37 0 :
e83.txt SEEK 0 712 :
i78.txt READ 39 0 :
f89.txt READ 9 0 :
r15.txt SEEK 0 561 :
t62.txt SEEK 0 246 :
g72.txt READ 14 0 :
g75.txt SEEK 0 306 :
t33.txt SEEK 0 732 :
g14.txt READ 2 0 :
c65.txt SEEK 0 560 :
p32.txt READ 88 0 :
i71.txt READ 2 0 :
p34.txt SEEK 0 401 :
o61.txt READ 0 0 :
u32.txt SEEK 0 798 :
b17.txt SEEK 0 60 :
w32.txt READ 1 0 :
k99.txt SEEK 0 352 :
s30.txt SEEK 0 858 :
q62.txt SEEK 0 177 :
p34.txt READ 363 0 :
i78.txt SEEK 0 296 :
g16.txt SEEK 0 101 :
d22.txt READ 33 0 :
k92.txt SEEK 0 534 :
z14.txt SEEK 0 583 :
l37.txt SEEK 0 175 :
q37.txt READ 338 0 :
z64.txt SEEK 0 443 :
l14.txt SEEK 0 267 :
s30.txt SEEK 0 203 :
m47.txt SEEK 0 832 :
j38.txt SEEK 0 310 :
p49.txt READ 6 0 :
k48.txt SEEK 0 839 :
j38.txt SEEK 0 407 :
u52.txt SEEK 0 466 :
b73.txt SEEK 0 708 :
k95.txt SEEK 0 524 :
h55.txt SEEK 0 672 :
o60.txt READ 146 0 :
n51.txt SEEK 0 560 :
n51.txt SEEK 0 323 :
m85.txt READ 408 0 :
z39.txt SEEK 0 565 :
m85.txt READ 85 0 :
m26.txt READ 86 0 :
r15.txt READ 80 0 :
n75.txt READ 94 0 :
l37.txt SEEK 0 168 :
n51.txt SEEK 0 202 :
i71.txt SEEK 0 532 :
l63.txt SEEK 0 743 :
n16.txt SEEK 0 105 :
l47.txt SEEK 0 790 :
b73.txt SEEK 0 487 :
r84.txt SEEK 0 177 :
p32.txt SEEK 0 494 :
g72.txt SEEK 0 860 :
z64.txt SEEK 0 290 :
s30.txt SEEK 0 778 :
i71.txt READ 329 0 :
l63.txt SEEK 0 147 :
x18.txt SEEK 0 557 :
o60.txt SEEK 0 870 :
s30.txt READ 127 0 :
i71.txt READ 52 0 :
y14.txt READ 255 0 :
g75.txt SEEK 0 208 :
d99.txt READ 227 0 :
z14.txt READ 84 0 :
s30.txt SEEK 0 553 :
g72.txt SEEK 0 458 :
i71.txt READ 94 0 :
j19.txt READ 0 0 :
q58.txt READ 72 0 :
f64.txt READ 136 0 :
y10.txt SEEK 0 731 :
y40.txt READ 203 0 :
n16.txt SEEK 0 845 :
o60.txt SEEK 0 757 :
b61.txt SEEK 0 11 :
d99.txt SEEK 0 472 :
g14.txt READ 8 0 :
e16.txt READ 93 0 :
q56.txt SEEK 0 98 :
y14.txt READ 81 0 :
g14.txt READ 0 0 :
o60.txt READ 233 0 :
g72.txt READ 352 0 :
p34.txt READ 90 0 :
g16.txt READ 403 0 :
d22.txt SEEK 0 255 :
s73.txt SEEK 0 6 :
d99.txt READ 116 0 :
s18.txt SEEK 0 383 :
c56.txt SEEK 0 511 :
e38.txt SEEK 0 39 :
j68.txt READ 4 0 :
s73.txt SEEK 0 437 :
d99.txt SEEK 0 315 :
x98.txt READ 2 0 :
p49.txt READ 16 0 :
u52.txt SEEK 0 447 :
y40.txt SEEK 0 257 :
l47.txt READ 119 0 :
h18.txt READ 102 0 :
t31.txt READ 26 0 :
h55.txt SEEK 0 730 :
c62.txt SEEK 0 557 :
b61.txt READ 18 0 :
w96.txt SEEK 0 680 :
n51.txt SEEK 0 129 :
y40.txt READ 128 0 :
n75.txt READ 8 0 :
k92.txt READ 277 0 :
r13.txt SEEK 0 758 :
g75.txt SEEK 0 105 :
f82.txt SEEK 0 32 :
l37.txt SEEK 0 580 :
q62.txt SEEK 0 319 :
o39.txt READ 68 0 :
m85.txt READ 80 0 :
b99.txt SEEK 0 228 :
v12.txt SEEK 0 467 :
g75.txt SEEK 0 890 :
g72.txt READ 43 0 :
e78.txt READ 33 0 :
w32.txt READ 0 0 :
l63.txt SEEK 0 261 :
h18.txt SEEK 0 963 :
f82.txt SEEK 0 371 :
l14.txt READ 518 0 :
t73.txt READ 134 0 :
z14.txt READ 25 0 :
z14.txt SEEK 0 42 :
h43.txt READ 24 0 :
p49.txt READ 0 0 :
d74.txt SEEK 0 857 :
d74.txt SEEK 0 554 :
x18.txt READ 10 0 :
n100.txt READ 105 0 :
h55.txt SEEK 0 371 :
a42.txt SEEK 0 479 :
t73.txt READ 5 0 :
o60.txt READ 15 0 :
l63.txt READ 385 0 :
q58.txt SEEK 0 399 :
o60.txt SEEK 0 989 :
o61.txt SEEK 0 381 :
s18.txt READ 128 0 :
h55.txt READ 57 0 :
x18.txt SEEK 0 758 :
r13.txt SEEK 0 249 :
o60.txt SEEK 0 67 :
k92.txt SEEK 0 659 :
p32.txt SEEK 0 366 :
r13.txt READ 273 0 :
t73.txt SEEK 0 107 :
x98.txt SEEK 0 34 :
i71.txt READ 6 0 :
u32.txt READ 45 0 :
i71.txt SEEK 0 129 :
i71.txt READ 707 0 :
u32.txt READ 4 0 :
u69.txt SEEK 0 341 :
e83.txt SEEK 0 611 :
q56.txt SEEK 0 268 :
s30.txt SEEK 0 699 :
b73.txt READ 105 0 :
m85.txt SEEK 0 864 :
h18.txt READ 6 0 :
z14.txt SEEK 0 688 :
h43.txt READ 0 0 :
i55.txt SEEK 0 313 :
s73.txt SEEK 0 528 :
j38.txt SEEK 0 599 :
l37.txt SEEK 0 24 :
h43.txt SEEK 0 523 :
q56.txt READ 130 0 :
f94.txt SEEK 0 595 :
s30.txt SEEK 0 753 :
e83.txt SEEK 0 454 :
a42.txt SEEK 0 470 :
b73.txt SEEK 0 641 :
v12.txt READ 452 0 :
z14.txt SEEK 0 73 :
c62.txt SEEK 0 522 :
x18.txt SEEK 0 438 :
n51.txt SEEK 0 53 :
t62.txt SEEK 0 548 :
j21.txt READ 46 0 :
v36.txt SEEK 0 1 :
k95.txt READ 353 0 :
g14.txt SEEK 0 211 :
x98.txt SEEK 0 292 :
i78.txt READ 536 0 :
f94.txt READ 3 0 :
w75.txt READ 14 0 :
u27.txt READ 4 0 :
h18.txt SEEK 0 636 :
j38.txt READ 3 0 :
v82.txt READ 33 0 :
y14.txt READ 9 0 :
m47.txt SEEK 0 240 :
k48.txt READ 83 0 :
d22.txt READ 186 0 :
j19.txt SEEK 0 406 :
f82.txt SEEK 0 472 :
p49.txt READ 0 0 :
m19.txt SEEK 0 592 :
s30.txt READ 28 0 :
n100.txt SEEK 0 658 :
c56.txt SEEK 0 280 :
l47.txt SEEK 0 582 :
m19.txt READ 0 0 :
a41.txt SEEK 0 278 :
x98.txt SEEK 0 831 :
h15.txt READ 57 0 :
g14.txt SEEK 0 592 :
d99.txt READ 272 0 :
q58.txt SEEK 0 141 :
p34.txt SEEK 0 372 :
n100.txt SEEK 0 9 :
k92.txt SEEK 0 129 :
b17.txt READ 211 0 :
g16.txt SEEK 0 299 :
a64.txt READ 41 0 :
r64.txt READ 30 0 :
a37.txt SEEK 0 421 :
k48.txt READ 21 0 :
d74.txt SEEK 0 628 :
q62.txt SEEK 0 756 :
g75.txt READ 25 0 :
h55.txt READ 408 0 :
u32.txt SEEK 0 328 :
b73.txt SEEK 0 130 :
m19.txt SEEK 0 358 :
d22.txt READ 3 0 :
g72.txt SEEK 0 470 :
w96.txt SEEK 0 340 :
b99.txt SEEK 0 859 :
q56.txt SEEK 0 14 :
k48.txt READ 27 0 :
z14.txt READ 202 0 :
t62.txt SEEK 0 110 :
w32.txt SEEK 0 466 :
i55.txt SEEK 0 174 :
a42.txt READ 27 0 :
c56.txt SEEK 0 89 :
w32.txt SEEK 0 76 :
d22.txt READ 52 0 :
g14.txt READ 59 0 :
v65.txt READ 433 0 :
d99.txt READ 73 0 :
f89.txt READ 0 0 :
z64.txt READ 91 0 :
t31.txt READ 47 0 :
x98.txt SEEK 0 577 :
r13.txt SEEK 0 356 :
i71.txt READ 33 0 :
l47.txt SEEK 0 147 :
r15.txt SEEK 0 590 :
n75.txt READ 32 0 :
w32.txt READ 670 0 :
g16.txt SEEK 0 379 :
j68.txt READ 0 0 :
w75.txt READ 40 0 :
s30.txt SEEK 0 680 :
l63.txt SEEK 0 604 :
f89.txt READ 0 0 :
l37.txt SEEK 0 314 :
d22.txt READ 78 0 :
e78.txt SEEK 0 176 :
n16.txt SEEK 0 608 :
e38.txt SEEK 0 47 :
v36.txt READ 360 0 :
q37.txt READ 65 0 :
g75.txt SEEK 0 240 :
x93.txt READ 123 0 :
i78.txt READ 18 0 :
u27.txt SEEK 0 352 :
l47.txt SEEK 0 609 :
h55.txt SEEK 0 84 :
y14.txt READ 58 0 :
n51.txt READ 405 0 :
l37.txt READ 2 0 :
q37.txt SEEK 0 489 :
c56.txt READ 424 0 :
t31.txt SEEK 0 12 :
c62.txt SEEK 0 603 :
a64.txt SEEK 0 129 :
v36.txt SEEK 0 81 :
j38.txt READ 6 0 :
l47.txt SEEK 0 467 :
k48.txt READ 0 0 :
h15.txt SEEK 0 330 :
v12.txt SEEK 0 878 :
e38.txt READ 60 0 :
f82.txt READ 5 0 :
e16.txt READ 127 0 :
o44.txt READ 48 0 :
l14.txt SEEK 0 228 :
q58.txt READ 333 0 :
c56.txt READ 25 0 :
t33.txt SEEK 0 706 :
s30.txt SEEK 0 351 :
h43.txt READ 289 0 :
n16.txt SEEK 0 347 :
h43.txt READ 6 0 :
p34.txt SEEK 0 652 :
i78.txt SEEK 0 187 :
e16.txt SEEK 0 383 :
q37.txt SEEK 0 259 :
v12.txt READ 35 0 :
u52.txt SEEK 0 184 :
l14.txt SEEK 0 174 :
c62.txt READ 71 0 :
u52.txt READ 206 0 :
f94.txt SEEK 0 91 :
a41.txt SEEK 0 77 :
g72.txt SEEK 0 835 :
n51.txt SEEK 0 240 :
c91.txt SEEK 0 313 :
m85.txt READ 1 0 :
k92.txt READ 23 0 :
a37.txt SEEK 0 161 :
m85.txt READ 0 0 :
h15.txt SEEK 0 456 :
f94.txt READ 128 0 :
j21.txt READ 24 0 :
i71.txt READ 116 0 :
k95.txt SEEK 0 72 :
o60.txt SEEK 0 31 :
h43.txt READ 0 0 :
u52.txt READ 89 0 :
j38.txt READ 1 0 :
t62.txt READ 215 0 :
b61.txt SEEK 0 82 :
h43.txt SEEK 0 603 :
q37.txt READ 509 0 :
j38.txt READ 1 0 :
o60.txt READ 238 0 :
j38.txt SEEK 0 46 :
k99.txt SEEK 0 238 :
u69.txt READ 239 0 :
s73.txt SEEK 0 422 :
x18.txt SEEK 0 711 :
i55.txt SEEK 0 307 :
j21.txt SEEK 0 271 :
h15.txt SEEK 0 240 :
l47.txt READ 185 0 :
n100.txt SEEK 0 694 :
l47.txt READ 302 0 :
h43.txt SEEK 0 696 :
t62.txt SEEK 0 132 :
b73.txt READ 7 0 :
u52.txt SEEK 0 283 :
m19.txt READ 107 0 :
e83.txt READ 348 0 :
l37.txt SEEK 0 489 :
e38.txt SEEK 0 541 :
a42.txt READ 348 0 :
e78.txt READ 232 0 :
i55.txt READ 37 0 :
f82.txt SEEK 0 242 :
s30.txt SEEK 0 877 :
n16.txt READ 35 0 :
f82.txt READ 277 0 :
c91.txt READ 582 0 :
f82.txt SEEK 0 553 :
a42.txt READ 115 0 :
b61.txt SEEK 0 505 :
b73.txt READ 548 0 :
g14.txt SEEK 0 121 :
v65.txt SEEK 0 643 :
q58.txt READ 336 0 :
p32.txt SEEK 0 443 :
h15.txt SEEK 0 508 :
w96.txt SEEK 0 311 :
g14.txt SEEK 0 41 :
s30.txt SEEK 0 4 :
i78.txt SEEK 0 40 :
l63.txt READ 155 0 :
w75.txt READ 5 0 :
o60.txt SEEK 0 327 :
d99.txt SEEK 0 454 :
h15.txt READ 16 0 :
r64.txt SEEK 0 141 :
v65.txt READ 93 0 :
e78.txt READ 92 0 :
s73.txt SEEK 0 255 :
m19.txt READ 2 0 :
p49.txt SEEK 0 680 :
p49.txt READ 40 0 :
j21.txt SEEK 0 242 :
i55.txt READ 200 0 :
d99.txt READ 228 0 :
s30.txt READ 35 0 :
o61.txt SEEK 0 293 :
h55.txt SEEK 0 20 :
q58.txt SEEK 0 401 :
b61.txt SEEK 0 137 :
y14.txt SEEK 0 545 :
u69.txt SEEK 0 582 :
j68.txt SEEK 0 402 :
t33.txt SEEK 0 673 :
u69.txt READ 5 0 :
k99.txt READ 184 0 :
c91.txt READ 58 0 :
y40.txt READ 442 0 :
v82.txt READ 33 0 :
i55.txt SEEK 0 506 :
k99.txt READ 79 0 :
t73.txt SEEK 0 41 :
w32.txt SEEK 0 261 :
z64.txt SEEK 0 471 :
z39.txt READ 412 0 :
a37.txt READ 137 0 :
l14.txt SEEK 0 581 :
k48.txt READ 1 0 :
q62.txt SEEK 0 147 :
q37.txt READ 166 0 :
n16.txt READ 507 0 :
o44.txt READ 102 0 :
b61.txt SEEK 0 552 :
i48.txt READ 81 0 :
s30.txt READ 1 0 :
c65.txt SEEK 0 329 :
t31.txt SEEK 0 29 :
y14.txt SEEK 0 100 :
q58.txt SEEK 0 29 :
i55.txt READ 59 0 :
m47.txt READ 175 0 :
y14.txt READ 597 0 :
s30.txt READ 0 0 :
o61.txt SEEK 0 744 :
z39.txt SEEK 0 385 :
s30.txt READ 369 0 :
e16.txt SEEK 0 565 :
r84.txt SEEK 0 120 :
t31.txt READ 36 0 :
w96.txt SEEK 0 535 :
t73.txt SEEK 0 489 :
n100.txt READ 34 0 :
u52.txt READ 53 0 :
f64.txt SEEK 0 126 :
w75.txt SEEK 0 248 :
d74.txt SEEK 0 627 :
h18.txt READ 188 0 :
n100.txt READ 9 0 :
x98.txt READ 248 0 :
z14.txt READ 165 0 :
p49.txt READ 1 0 :
k99.txt SEEK 0 222 :
h55.txt READ 547 0 :
f64.txt READ 115 0 :
m26.txt SEEK 0 721 :
v36.txt SEEK 0 177 :
f64.txt SEEK 0 474 :
q62.txt SEEK 0 352 :
g14.txt READ 76 0 :
y10.txt READ 56 0 :
k48.txt READ 2 0 :
e16.txt READ 39 0 :
j68.txt READ 4 0 :
b73.txt SEEK 0 22 :
r64.txt SEEK 0 433 :
d99.txt READ 58 0 :
p49.txt READ 0 0 :
l37.txt SEEK 0 556 :
c62.txt SEEK 0 202 :
y14.txt SEEK 0 419 :
s30.txt SEEK 0 837 :
r13.txt READ 63 0 :
b73.txt SEEK 0 590 :
t62.txt SEEK 0 498 :
c91.txt SEEK 0 799 :
e16.txt READ 37 0 :
a64.txt SEEK 0 230 :
r13.txt SEEK 0 198 :
i48.txt READ 49 0 :
q37.txt READ 23 0 :
e83.txt SEEK 0 568 :
r15.txt READ 168 0 :
c91.txt READ 147 0 :
v82.txt READ 5 0 :
l14.txt READ 178 0 :
u52.txt SEEK 0 502 :
j38.txt READ 108 0 :
c65.txt READ 227 0 :
p32.txt READ 137 0 :
h43.txt READ 94 0 :
r84.txt READ 353 0 :
u69.txt READ 4 0 :
z14.txt READ 230 0 :
i55.txt READ 3 0 :
u69.txt SEEK 0 529 :
e38.txt SEEK 0 734 :
q56.txt SEEK 0 562 :
f64.txt READ 6 0 :
l14.txt SEEK 0 712 :
g16.txt SEEK 0 453 :
b73.txt SEEK 0 390 :
j68.txt SEEK 0 60 :
c62.txt SEEK 0 250 :
g72.txt SEEK 0 501 :
e83.txt SEEK 0 40 :
u27.txt READ 10 0 :
f64.txt SEEK 0 333 :
b99.txt SEEK 0 507 :
b73.txt READ 214 0 :
a37.txt READ 214 0 :
z39.txt READ 183 0 :
b61.txt SEEK 0 504 :
c91.txt SEEK 0 583 :
z39.txt SEEK 0 547 :
v65.txt SEEK 0 263 :
e16.txt READ 173 0 :
c62.txt SEEK 0 115 :
z39.txt READ 265 0 :
c62.txt SEEK 0 139 :
v36.txt READ 334 0 :
c65.txt READ 146 0 :
b73.txt READ 0 0 :
u52.txt SEEK 0 464 :
o61.txt SEEK 0 718 :
q62.txt READ 202 0 :
v82.txt SEEK 0 281 :
j21.txt READ 218 0 :
p34.txt SEEK 0 210 :
p32.txt SEEK 0 379 :
e38.txt READ 55 0 :
x93.txt SEEK 0 476 :
i55.txt READ 7 0 :
f94.txt SEEK 0 293 :
e38.txt READ 29 0 :
w75.txt SEEK 0 633 :
g14.txt READ 94 0 :
y40.txt READ 3 0 :
e78.txt READ 9 0 :
w96.txt SEEK 0 217 :
d74.txt SEEK 0 475 :
g16.txt READ 173 0 :
g72.txt READ 370 0 :
i71.txt SEEK 0 38 :
j19.txt READ 62 0 :
q37.txt SEEK 0 944 :
f89.txt SEEK 0 276 :
t31.txt READ 532 0 :
t73.txt READ 97 0 :
b73.txt SEEK 0 678 :
a64.txt SEEK 0 809 :
j68.txt READ 495 0 :
t73.txt SEEK 0 108 :
n75.txt READ 48 0 :
c91.txt SEEK 0 508 :
v82.txt SEEK 0 709 :
v12.txt READ 3 0 :
c91.txt SEEK 0 121 :
a37.txt READ 87 0 :
w96.txt SEEK 0 635 :
t62.txt SEEK 0 72 :
o44.txt SEEK 0 139 :
u32.txt SEEK 0 335 :
o60.txt READ 247 0 :
z14.txt READ 13 0 :
e16.txt SEEK 0 346 :
i55.txt READ 2 0 :
b99.txt READ 240 0 :
o60.txt SEEK 0 135 :
l63.txt SEEK 0 654 :
a41.txt SEEK 0 113 :
y10.txt READ 72 0 :
b99.txt READ 37 0 :
s18.txt SEEK 0 89 :
l63.txt SEEK 0 90 :
v65.txt SEEK 0 592 :
s30.txt SEEK 0 439 :
c62.txt SEEK 0 585 :
o60.txt READ 389 0 :
l63.txt SEEK 0 719 :
p80.txt READ 9 0 :
j19.txt READ 86 0 :
x93.txt SEEK 0 388 :
b61.txt SEEK 0 523 :
q37.txt READ 26 0 :
b61.txt READ 99 0 :
b99.txt READ 28 0 :
m47.txt SEEK 0 864 :
v82.txt READ 36 0 :
x93.txt SEEK 0 500 :
y40.txt SEEK 0 398 :
f64.txt READ 120 0 :
r64.txt SEEK 0 624 :
b73.txt READ 51 0 :
x98.txt SEEK 0 14 :
d22.txt SEEK 0 52 :
z14.txt SEEK 0 418 :
r84.txt READ 211 0 :
z39.txt READ 79 0 :
b61.txt READ 0 0 :
u27.txt SEEK 0 396 :
x98.txt SEEK 0 271 :
e83.txt READ 385 0 :
x18.txt SEEK 0 769 :
j21.txt SEEK 0 684 :
m47.txt SEEK 0 593 :
v65.txt READ 270 0 :
m19.txt SEEK 0 168 :
p80.txt READ 0 0 :
j21.txt SEEK 0 435 :
w75.txt READ 308 0 :
c62.txt READ 21 0 :
y40.txt READ 222 0 :
q56.txt SEEK 0 104 :
g75.txt SEEK 0 331 :
m85.txt SEEK 0 148 :
g72.txt SEEK 0 641 :
m85.txt SEEK 0 167 :
i78.txt READ 582 0 :
g72.txt SEEK 0 817 :
m85.txt READ 13 0 :
p32.txt SEEK 0 526 :
g72.txt SEEK 0 168 :
u69.txt READ 2 0 :
g16.txt READ 23 0 :
s30.txt SEEK 0 532 :
a41.txt READ 570 0 :
a37.txt READ 17 0 :
s30.txt READ 74 0 :
u27.txt SEEK 0 218 :
s73.txt SEEK 0 363 :
z39.txt READ 2 0 :
x98.txt SEEK 0 57 :
e16.txt READ 412 0 :
l47.txt READ 4 0 :
g16.txt READ 2 0 :
n16.txt SEEK 0 819 :
h15.txt READ 5 0 :
v36.txt SEEK 0 344 :
z64.txt SEEK 0 279 :
p34.txt SEEK 0 835 :
s30.txt READ 0 0 :
t31.txt READ 18 0 :
a37.txt SEEK 0 452 :
c62.txt READ 54 0 :
h43.txt SEEK 0 380 :
u52.txt SEEK 0 466 :
s18.txt SEEK 0 183 :
p80.txt SEEK 0 722 :
u69.txt SEEK 0 547 :
f64.txt READ 70 0 :
y10.txt READ 0 0 :
u69.txt READ 46 0 :
n16.txt READ 71 0 :
b99.txt SEEK 0 378 :
h55.txt READ 108 0 :
o60.txt SEEK 0 130 :
b17.txt SEEK 0 376 :
c91.txt READ 213 0 :
n51.txt READ 155 0 :
y14.txt SEEK 0 378 :
s30.txt READ 192 0 :
f82.txt READ 8 0 :
h15.txt SEEK 0 336 :
p32.txt READ 97 0 :
x18.txt READ 30 0 :
p49.txt SEEK 0 137 :
w32.txt READ 385 0 :
y40.txt READ 215 0 :
z14.txt SEEK 0 55 :
d74.txt READ 135 0 :
g72.txt READ 296 0 :
y10.txt SEEK 0 612 :
t33.txt SEEK 0 368 :
f82.txt READ 12 0 :
v36.txt READ 188 0 :
k48.txt READ 0 0 :
w96.txt SEEK 0 460 :
k95.txt SEEK 0 55 :
z14.txt SEEK 0 6 :
s18.txt READ 309 0 :
p32.txt SEEK 0 253 :
o61.txt READ 38 0 :
c56.txt READ 6 0 :
m19.txt SEEK 0 422 :
v65.txt READ 4 0 :
b73.txt SEEK 0 612 :
h43.txt SEEK 0 595 :
d99.txt READ 0 0 :
o44.txt READ 472 0 :
f64.txt READ 8 0 :
q62.txt SEEK 0 85 :
f64.txt READ 1 0 :
p49.txt SEEK 0 441 :
l47.txt SEEK 0 629 :
n75.txt READ 20 0 :
w32.txt SEEK 0 534 :
w96.txt READ 70 0 :
b73.txt SEEK 0 287 :
r84.txt READ 51 0 :
w32.txt READ 36 0 :
q58.txt READ 148 0 :
k48.txt READ 0 0 :
z64.txt READ 73 0 :
k48.txt SEEK 0 971 :
e83.txt SEEK 0 415 :
r15.txt SEEK 0 704 :
g72.txt READ 301 0 :
e38.txt SEEK 0 430 :
y40.txt SEEK 0 722 :
l37.txt SEEK 0 584 :
b73.txt SEEK 0 526 :
r84.txt READ 3 0 :
d22.txt SEEK 0 629 :
f64.txt READ 1 0 :
f89.txt READ 34 0 :
w75.txt SEEK 0 271 :
c62.txt READ 1 0 :
f82.txt READ 0 0 :
h55.txt SEEK 0 283 :
d99.txt SEEK 0 717 :
f82.txt READ 0 0 :
w32.txt SEEK 0 621 :
l63.txt READ 13 0 :
c91.txt READ 418 0 :
a42.txt SEEK 0 321 :
p32.txt READ 266 0 :
s30.txt READ 40 0 :
s73.txt SEEK 0 19 :
i71.txt READ 54 0 :
t73.txt READ 346 0 :
v82.txt SEEK 0 742 :
j21.txt READ 162 0 :
g75.txt READ 413 0 :
x98.txt READ 198 0 :
g75.txt READ 133 0 :
n75.txt SEEK 0 875 :
m47.txt READ 108 0 :
b61.txt READ 2 0 :
j68.txt READ 10 0 :
i71.txt READ 752 0 :
u27.txt READ 48 0 :
j68.txt SEEK 0 124 :
e38.txt SEEK 0 587 :
v36.txt SEEK 0 523 :
p80.txt SEEK 0 517 :
e83.txt READ 8 0 :
d68.txt SEEK 0 382 :
s18.txt READ 22 0 :
r84.txt READ 10 0 :
r84.txt SEEK 0 145 :
r64.txt READ 41 0 :
u32.txt SEEK 0 315 :
c62.txt SEEK 0 525 :
k92.txt READ 283 0 :
n100.txt SEEK 0 106 :
s73.txt READ 413 0 :
z14.txt READ 352 0 :
e78.txt SEEK 0 172 :
v82.txt READ 22 0 :
p80.txt READ 203 0 :
k95.txt SEEK 0 244 :
t33.txt READ 50 0 :
k48.txt READ 1 0 :
m26.txt SEEK 0 90 :
o44.txt READ 31 0 :
y14.txt READ 96 0 :
b99.txt SEEK 0 855 :
y10.txt READ 77 0 :
k92.txt SEEK 0 609 :
f94.txt READ 104 0 :
z64.txt SEEK 0 33 :
a42.txt READ 594 0 :
f94.txt SEEK 0 296 :
z14.txt SEEK 0 423 :
x98.txt SEEK 0 52 :
m26.txt READ 523 0 :
j21.txt READ 109 0 :
g16.txt SEEK 0 395 :
e78.txt READ 109 0 :
f94.txt READ 54 0 :
g75.txt SEEK 0 778 :
v82.txt SEEK 0 189 :
p80.txt READ 8 0 :
g14.txt READ 279 0 :
u69.txt READ 2 0 :
a42.txt SEEK 0 842 :
x93.txt READ 85 0 :
k92.txt READ 232 0 :
b73.txt SEEK 0 510 :
h43.txt SEEK 0 583 :
p34.txt READ 4 0 :
f89.txt SEEK 0 1 :
a41.txt READ 0 0 :
e83.txt READ 325 0 :
w32.txt SEEK 0 91 :
t33.txt SEEK 0 486 :
b17.txt SEEK 0 515 :
n51.txt SEEK 0 142 :
j68.txt SEEK 0 529 :
y40.txt SEEK 0 833 :
l37.txt SEEK 0 465 :
h43.txt READ 27 0 :
s30.txt READ 34 0 :
g14.txt SEEK 0 319 :
w96.txt SEEK 0 54 :
x18.txt SEEK 0 184 :
r13.txt SEEK 0 597 :
